,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
11115,0.08,0.05,0.14,0.28,0.06,0.1,0.1,0.08,0.22,0.13,0.38,0.43,0.4,0.62,0.29,0.45,0.56,0.31,0.6,0.05,0.2,0.08,0.06,0.3,0.11,0.1,0.14,0.11,0.63,0.61,0.6,0.63,0.64
11116,0.3,0.29,0.65,0.5,0.34,0.38,0.42,0.37,0.44,0.43,0.49,0.55,0.43,0.61,0.58,0.52,0.66,0.55,0.69,0.3,0.69,0.61,0.42,0.32,0.42,0.65,0.66,0.64,0.13,0.12,0.09,0.08,0.1
11117,0.22,0.23,0.65,0.62,0.28,0.52,0.27,0.24,0.63,0.62,0.53,0.54,0.61,0.58,0.54,0.36,0.54,0.62,0.68,0.26,0.66,0.58,0.2,0.46,0.31,0.61,0.66,0.62,0.05,0.05,0.08,0.13,0.05
11118,0.37,0.64,0.7,0.58,0.61,0.55,0.64,0.38,0.36,0.58,0.66,0.63,0.71,0.61,0.67,0.7,0.76,0.48,0.7,0.58,0.49,0.21,0.63,0.48,0.58,0.13,0.23,0.2,0.06,0.12,0.07,0.06,0.06
11119,0.52,0.55,0.46,0.66,0.5,0.63,0.44,0.38,0.57,0.64,0.73,0.72,0.74,0.59,0.77,0.53,0.72,0.68,0.62,0.51,0.53,0.58,0.58,0.63,0.35,0.6,0.44,0.38,0.06,0.14,0.07,0.11,0.07
11120,0.62,0.64,0.49,0.65,0.57,0.69,0.51,0.5,0.54,0.65,0.66,0.66,0.69,0.57,0.65,0.68,0.53,0.49,0.58,0.56,0.29,0.18,0.61,0.58,0.64,0.35,0.36,0.3,0.12,0.15,0.06,0.06,0.07
11121,0.63,0.56,0.39,0.6,0.57,0.67,0.7,0.52,0.56,0.6,0.78,0.78,0.77,0.69,0.9,0.68,0.53,0.55,0.34,0.62,0.32,0.3,0.62,0.55,0.57,0.34,0.27,0.34,0.11,0.09,0.06,0.1,0.11
11122,0.71,0.45,0.57,0.68,0.51,0.66,0.65,0.41,0.7,0.69,0.63,0.69,0.63,0.57,0.57,0.58,0.64,0.65,0.67,0.42,0.59,0.59,0.53,0.54,0.48,0.55,0.62,0.62,0.14,0.09,0.12,0.1,0.08
11123,0.51,0.6,0.55,0.63,0.4,0.7,0.38,0.32,0.52,0.67,0.84,0.85,0.78,0.58,0.67,0.62,0.65,0.56,0.6,0.55,0.52,0.26,0.55,0.53,0.58,0.46,0.24,0.2,0.12,0.13,0.08,0.06,0.09
11124,0.59,0.46,0.38,0.61,0.31,0.65,0.65,0.38,0.55,0.64,0.81,0.78,0.86,0.62,0.89,0.44,0.89,0.76,0.74,0.43,0.55,0.54,0.66,0.6,0.51,0.64,0.65,0.6,0.15,0.11,0.12,0.12,0.06
11125,0.68,0.64,0.5,0.65,0.52,0.67,0.64,0.44,0.61,0.65,0.76,0.76,0.67,0.52,0.63,0.69,0.33,0.6,0.63,0.4,0.32,0.18,0.53,0.62,0.66,0.17,0.35,0.31,0.14,0.12,0.12,0.09,0.1
11126,0.53,0.31,0.6,0.71,0.28,0.59,0.58,0.37,0.71,0.64,0.63,0.65,0.56,0.6,0.55,0.43,0.66,0.6,0.73,0.33,0.68,0.55,0.39,0.6,0.44,0.55,0.61,0.52,0.14,0.11,0.07,0.11,0.12
11127,0.44,0.54,0.37,0.74,0.45,0.63,0.46,0.4,0.77,0.59,0.46,0.51,0.56,0.56,0.7,0.48,0.42,0.53,0.42,0.51,0.41,0.45,0.57,0.69,0.48,0.34,0.49,0.39,0.13,0.06,0.11,0.08,0.14
11128,0.43,0.67,0.59,0.59,0.66,0.67,0.57,0.34,0.43,0.62,0.65,0.58,0.61,0.62,0.68,0.73,0.55,0.48,0.56,0.62,0.44,0.13,0.54,0.58,0.5,0.44,0.21,0.15,0.06,0.11,0.12,0.06,0.08
11129,0.5,0.41,0.41,0.68,0.52,0.64,0.7,0.6,0.7,0.68,0.7,0.66,0.74,0.58,0.71,0.56,0.67,0.64,0.61,0.6,0.55,0.57,0.5,0.63,0.59,0.54,0.54,0.5,0.08,0.08,0.14,0.14,0.11
11130,0.26,0.26,0.73,0.55,0.28,0.43,0.36,0.27,0.48,0.44,0.55,0.53,0.44,0.57,0.58,0.48,0.79,0.64,0.57,0.26,0.49,0.61,0.32,0.32,0.44,0.68,0.67,0.66,0.14,0.07,0.05,0.07,0.09
11131,0.25,0.66,0.6,0.55,0.53,0.59,0.39,0.29,0.28,0.65,0.72,0.74,0.56,0.66,0.65,0.57,0.63,0.55,0.56,0.6,0.29,0.15,0.67,0.42,0.59,0.11,0.14,0.19,0.14,0.13,0.08,0.09,0.13
11132,0.67,0.47,0.61,0.62,0.42,0.71,0.51,0.37,0.48,0.68,0.71,0.75,0.74,0.55,0.67,0.49,0.73,0.62,0.66,0.51,0.64,0.57,0.56,0.47,0.46,0.47,0.69,0.67,0.08,0.14,0.11,0.07,0.12
11133,0.36,0.25,0.68,0.49,0.29,0.35,0.32,0.27,0.39,0.49,0.47,0.54,0.44,0.54,0.57,0.43,0.66,0.59,0.78,0.24,0.63,0.6,0.3,0.29,0.45,0.62,0.68,0.62,0.15,0.14,0.13,0.11,0.13
11134,0.12,0.07,0.1,0.19,0.06,0.14,0.1,0.13,0.24,0.19,0.25,0.26,0.47,0.64,0.41,0.43,0.56,0.24,0.55,0.05,0.16,0.08,0.08,0.41,0.19,0.09,0.1,0.1,0.67,0.62,0.57,0.61,0.65
11135,0.22,0.17,0.57,0.63,0.25,0.28,0.21,0.27,0.43,0.57,0.61,0.57,0.52,0.58,0.62,0.3,0.71,0.7,0.74,0.16,0.52,0.59,0.26,0.3,0.34,0.65,0.64,0.68,0.12,0.06,0.07,0.12,0.05
11136,0.61,0.56,0.48,0.54,0.52,0.63,0.48,0.33,0.53,0.61,0.9,0.93,0.71,0.51,0.72,0.67,0.34,0.73,0.57,0.48,0.31,0.18,0.56,0.55,0.42,0.28,0.24,0.26,0.08,0.11,0.06,0.13,0.1
11137,0.61,0.37,0.44,0.57,0.33,0.49,0.47,0.48,0.49,0.56,0.73,0.69,0.75,0.58,0.67,0.47,0.59,0.81,0.54,0.28,0.56,0.66,0.62,0.47,0.37,0.62,0.58,0.61,0.07,0.1,0.11,0.12,0.08
11138,0.44,0.4,0.66,0.51,0.38,0.38,0.28,0.22,0.63,0.54,0.55,0.6,0.56,0.6,0.62,0.46,0.74,0.58,0.7,0.24,0.63,0.63,0.28,0.4,0.23,0.62,0.64,0.63,0.09,0.08,0.12,0.1,0.08
11139,0.5,0.28,0.6,0.64,0.25,0.55,0.42,0.3,0.63,0.61,0.7,0.65,0.64,0.56,0.67,0.32,0.8,0.71,0.71,0.32,0.65,0.57,0.44,0.47,0.37,0.61,0.64,0.62,0.16,0.15,0.13,0.07,0.12
11140,0.14,0.15,0.19,0.26,0.19,0.16,0.14,0.14,0.25,0.22,0.48,0.55,0.35,0.56,0.61,0.42,0.5,0.42,0.63,0.19,0.26,0.25,0.12,0.2,0.18,0.12,0.17,0.21,0.67,0.6,0.56,0.59,0.7
11141,0.25,0.24,0.66,0.48,0.3,0.46,0.27,0.28,0.3,0.55,0.59,0.65,0.5,0.52,0.53,0.38,0.67,0.62,0.83,0.24,0.6,0.6,0.21,0.26,0.4,0.61,0.63,0.6,0.08,0.14,0.12,0.06,0.12
11142,0.26,0.26,0.65,0.62,0.32,0.49,0.26,0.28,0.49,0.49,0.6,0.57,0.58,0.6,0.52,0.36,0.74,0.65,0.73,0.24,0.72,0.58,0.26,0.33,0.38,0.64,0.62,0.61,0.15,0.13,0.11,0.11,0.1
11143,0.58,0.61,0.46,0.56,0.5,0.74,0.52,0.41,0.44,0.67,0.81,0.79,0.86,0.52,0.83,0.66,0.64,0.61,0.32,0.43,0.28,0.23,0.57,0.54,0.64,0.18,0.31,0.24,0.14,0.13,0.11,0.07,0.14
11144,0.7,0.37,0.33,0.7,0.39,0.63,0.41,0.57,0.68,0.71,0.61,0.7,0.57,0.62,0.6,0.56,0.61,0.67,0.66,0.49,0.5,0.48,0.51,0.7,0.51,0.55,0.35,0.48,0.09,0.06,0.15,0.14,0.15
11145,0.64,0.42,0.52,0.58,0.42,0.65,0.58,0.4,0.52,0.65,0.83,0.85,0.75,0.58,0.69,0.55,0.56,0.69,0.67,0.39,0.53,0.57,0.57,0.58,0.4,0.58,0.59,0.57,0.06,0.09,0.13,0.1,0.07
11146,0.1,0.09,0.14,0.15,0.05,0.11,0.13,0.13,0.15,0.19,0.15,0.31,0.36,0.47,0.24,0.45,0.41,0.35,0.71,0.07,0.27,0.08,0.06,0.5,0.16,0.05,0.13,0.1,0.63,0.68,0.6,0.63,0.66
11147,0.14,0.09,0.16,0.29,0.11,0.16,0.17,0.14,0.26,0.13,0.18,0.26,0.42,0.58,0.31,0.47,0.34,0.28,0.74,0.1,0.27,0.15,0.07,0.4,0.17,0.1,0.17,0.13,0.68,0.65,0.62,0.59,0.65
11148,0.6,0.55,0.52,0.66,0.65,0.66,0.51,0.55,0.65,0.68,0.62,0.63,0.58,0.62,0.57,0.71,0.55,0.66,0.65,0.64,0.6,0.43,0.63,0.65,0.57,0.48,0.44,0.39,0.07,0.09,0.07,0.06,0.11
11149,0.52,0.47,0.44,0.69,0.48,0.63,0.51,0.52,0.66,0.65,0.62,0.59,0.71,0.62,0.69,0.59,0.64,0.69,0.68,0.54,0.54,0.59,0.48,0.64,0.45,0.64,0.55,0.47,0.07,0.08,0.14,0.11,0.14
11150,0.6,0.58,0.41,0.67,0.56,0.71,0.5,0.41,0.53,0.62,0.68,0.71,0.83,0.56,0.88,0.68,0.56,0.64,0.29,0.53,0.29,0.2,0.64,0.55,0.63,0.15,0.32,0.3,0.06,0.1,0.1,0.09,0.12
11151,0.38,0.3,0.63,0.55,0.28,0.49,0.39,0.32,0.54,0.5,0.63,0.64,0.58,0.57,0.53,0.5,0.82,0.59,0.72,0.3,0.58,0.6,0.35,0.35,0.45,0.62,0.64,0.63,0.06,0.09,0.08,0.06,0.08
11152,0.55,0.46,0.3,0.51,0.45,0.67,0.53,0.39,0.42,0.64,0.92,0.9,0.9,0.62,0.83,0.5,0.74,0.81,0.53,0.42,0.42,0.15,0.62,0.49,0.45,0.26,0.28,0.2,0.1,0.06,0.13,0.11,0.05
11153,0.66,0.49,0.39,0.71,0.47,0.72,0.5,0.45,0.57,0.72,0.68,0.66,0.69,0.57,0.67,0.54,0.7,0.6,0.58,0.47,0.34,0.29,0.54,0.59,0.44,0.28,0.27,0.3,0.15,0.06,0.06,0.14,0.12
11154,0.38,0.28,0.49,0.64,0.29,0.57,0.46,0.37,0.61,0.59,0.56,0.51,0.7,0.62,0.75,0.53,0.54,0.68,0.67,0.28,0.74,0.62,0.43,0.59,0.45,0.64,0.61,0.56,0.08,0.07,0.15,0.05,0.12
11155,0.55,0.3,0.49,0.56,0.29,0.61,0.38,0.34,0.36,0.58,0.76,0.77,0.76,0.55,0.9,0.31,0.51,0.65,0.4,0.28,0.56,0.61,0.45,0.49,0.39,0.63,0.69,0.66,0.07,0.1,0.12,0.08,0.05
11156,0.47,0.57,0.46,0.64,0.39,0.65,0.51,0.48,0.62,0.66,0.72,0.7,0.71,0.61,0.68,0.5,0.55,0.6,0.56,0.54,0.56,0.63,0.63,0.65,0.6,0.58,0.54,0.52,0.08,0.05,0.13,0.09,0.09
11157,0.37,0.72,0.63,0.56,0.57,0.67,0.52,0.38,0.42,0.56,0.68,0.69,0.63,0.58,0.57,0.67,0.72,0.62,0.66,0.59,0.41,0.29,0.55,0.47,0.67,0.3,0.17,0.18,0.11,0.12,0.14,0.1,0.1
11158,0.54,0.63,0.54,0.63,0.5,0.65,0.62,0.34,0.37,0.65,0.86,0.86,0.77,0.57,0.73,0.6,0.56,0.6,0.53,0.51,0.33,0.13,0.63,0.56,0.58,0.26,0.11,0.11,0.06,0.07,0.13,0.08,0.13
11159,0.41,0.43,0.54,0.65,0.36,0.54,0.45,0.51,0.63,0.57,0.65,0.67,0.66,0.64,0.65,0.56,0.83,0.71,0.67,0.52,0.69,0.62,0.4,0.55,0.39,0.64,0.6,0.6,0.05,0.09,0.06,0.09,0.06
11160,0.58,0.26,0.62,0.6,0.22,0.55,0.3,0.35,0.31,0.59,0.6,0.66,0.41,0.63,0.63,0.26,0.44,0.67,0.66,0.28,0.49,0.62,0.45,0.37,0.34,0.67,0.64,0.63,0.06,0.08,0.1,0.12,0.05
11161,0.53,0.3,0.51,0.63,0.39,0.52,0.51,0.36,0.62,0.6,0.7,0.65,0.64,0.52,0.7,0.5,0.64,0.91,0.61,0.39,0.66,0.63,0.49,0.59,0.47,0.62,0.6,0.57,0.14,0.05,0.12,0.08,0.05
11162,0.29,0.66,0.61,0.62,0.44,0.65,0.26,0.25,0.57,0.66,0.67,0.67,0.65,0.52,0.68,0.65,0.7,0.68,0.64,0.53,0.56,0.17,0.61,0.41,0.56,0.31,0.16,0.15,0.13,0.05,0.11,0.13,0.06
11163,0.62,0.6,0.51,0.71,0.61,0.7,0.63,0.54,0.62,0.64,0.77,0.68,0.69,0.54,0.76,0.65,0.57,0.41,0.46,0.64,0.48,0.11,0.47,0.65,0.67,0.3,0.13,0.18,0.1,0.05,0.07,0.09,0.11
11164,0.62,0.53,0.22,0.62,0.58,0.72,0.69,0.57,0.57,0.7,0.78,0.72,0.82,0.52,0.91,0.6,0.66,0.51,0.36,0.56,0.4,0.22,0.44,0.62,0.52,0.38,0.34,0.46,0.07,0.06,0.08,0.11,0.1
11165,0.6,0.67,0.47,0.54,0.57,0.68,0.53,0.45,0.41,0.68,0.79,0.78,0.7,0.56,0.7,0.68,0.41,0.54,0.61,0.43,0.32,0.25,0.64,0.55,0.59,0.23,0.28,0.29,0.09,0.05,0.06,0.08,0.1
11166,0.6,0.48,0.45,0.69,0.5,0.69,0.61,0.57,0.65,0.74,0.64,0.68,0.59,0.65,0.77,0.64,0.5,0.58,0.54,0.46,0.43,0.28,0.51,0.56,0.72,0.5,0.38,0.42,0.09,0.15,0.06,0.15,0.09
11167,0.33,0.68,0.65,0.61,0.53,0.6,0.3,0.34,0.46,0.61,0.65,0.64,0.63,0.6,0.76,0.63,0.63,0.6,0.57,0.58,0.4,0.19,0.62,0.41,0.55,0.11,0.12,0.17,0.06,0.07,0.12,0.06,0.06
11168,0.34,0.27,0.64,0.39,0.29,0.35,0.32,0.35,0.36,0.39,0.65,0.54,0.5,0.56,0.58,0.45,0.67,0.64,0.64,0.25,0.62,0.64,0.32,0.34,0.46,0.62,0.7,0.72,0.12,0.07,0.1,0.06,0.12
11169,0.61,0.56,0.51,0.54,0.62,0.7,0.52,0.44,0.39,0.65,0.77,0.76,0.76,0.5,0.83,0.6,0.68,0.73,0.54,0.65,0.61,0.33,0.7,0.5,0.5,0.32,0.23,0.21,0.06,0.09,0.1,0.09,0.14
11170,0.59,0.55,0.39,0.64,0.47,0.68,0.63,0.66,0.57,0.65,0.68,0.68,0.72,0.58,0.67,0.6,0.52,0.52,0.38,0.46,0.55,0.35,0.63,0.64,0.64,0.36,0.25,0.3,0.1,0.1,0.11,0.09,0.13
11171,0.38,0.65,0.68,0.57,0.55,0.59,0.42,0.41,0.4,0.61,0.63,0.61,0.6,0.6,0.38,0.63,0.72,0.56,0.69,0.57,0.46,0.2,0.64,0.52,0.67,0.24,0.2,0.17,0.11,0.1,0.06,0.11,0.12
11172,0.63,0.51,0.3,0.63,0.6,0.68,0.55,0.59,0.57,0.67,0.79,0.71,0.91,0.64,0.9,0.59,0.54,0.53,0.39,0.5,0.42,0.24,0.57,0.59,0.6,0.37,0.31,0.32,0.06,0.08,0.15,0.06,0.06
11173,0.1,0.05,0.13,0.25,0.07,0.09,0.12,0.08,0.23,0.17,0.28,0.31,0.32,0.63,0.24,0.43,0.36,0.26,0.7,0.08,0.19,0.1,0.09,0.51,0.17,0.09,0.13,0.13,0.65,0.62,0.57,0.6,0.65
11174,0.12,0.09,0.15,0.22,0.1,0.11,0.12,0.13,0.14,0.13,0.3,0.31,0.35,0.55,0.34,0.51,0.43,0.28,0.49,0.06,0.26,0.14,0.15,0.34,0.16,0.15,0.12,0.11,0.6,0.62,0.68,0.65,0.66
11175,0.49,0.56,0.42,0.72,0.58,0.64,0.66,0.59,0.69,0.69,0.45,0.5,0.65,0.58,0.66,0.59,0.59,0.38,0.32,0.66,0.63,0.59,0.56,0.71,0.55,0.56,0.7,0.68,0.11,0.1,0.16,0.15,0.13
11176,0.52,0.39,0.71,0.46,0.46,0.34,0.35,0.29,0.46,0.49,0.56,0.67,0.62,0.6,0.57,0.52,0.92,0.74,0.8,0.45,0.55,0.64,0.48,0.41,0.37,0.55,0.61,0.63,0.08,0.1,0.08,0.15,0.09
11177,0.6,0.57,0.42,0.64,0.52,0.68,0.57,0.42,0.63,0.68,0.84,0.75,0.79,0.49,0.89,0.55,0.77,0.58,0.52,0.62,0.64,0.32,0.47,0.64,0.54,0.29,0.46,0.48,0.1,0.1,0.09,0.12,0.07
11178,0.63,0.59,0.28,0.56,0.58,0.7,0.64,0.62,0.49,0.62,0.83,0.9,0.85,0.44,0.87,0.61,0.59,0.54,0.4,0.6,0.49,0.3,0.58,0.58,0.58,0.31,0.21,0.19,0.07,0.1,0.08,0.14,0.08
11179,0.6,0.54,0.47,0.66,0.57,0.63,0.61,0.62,0.67,0.66,0.55,0.53,0.63,0.62,0.67,0.68,0.44,0.67,0.39,0.54,0.42,0.61,0.54,0.64,0.54,0.48,0.5,0.49,0.11,0.07,0.1,0.07,0.11
11180,0.53,0.64,0.52,0.65,0.51,0.72,0.57,0.41,0.55,0.66,0.73,0.72,0.73,0.53,0.8,0.62,0.8,0.54,0.51,0.63,0.54,0.18,0.61,0.52,0.53,0.2,0.36,0.33,0.05,0.12,0.08,0.08,0.14
11181,0.14,0.18,0.2,0.22,0.09,0.11,0.2,0.23,0.25,0.24,0.45,0.33,0.38,0.57,0.57,0.44,0.59,0.32,0.71,0.2,0.2,0.21,0.17,0.32,0.24,0.11,0.15,0.23,0.66,0.6,0.58,0.62,0.68
11182,0.45,0.46,0.49,0.55,0.48,0.62,0.35,0.33,0.53,0.66,0.75,0.69,0.7,0.64,0.69,0.7,0.65,0.77,0.73,0.68,0.6,0.7,0.31,0.45,0.58,0.58,0.66,0.68,0.09,0.06,0.11,0.09,0.14
11183,0.28,0.66,0.64,0.53,0.61,0.56,0.38,0.25,0.42,0.63,0.53,0.57,0.54,0.63,0.5,0.7,0.66,0.59,0.78,0.53,0.43,0.38,0.65,0.51,0.61,0.41,0.12,0.19,0.13,0.07,0.07,0.11,0.11
11184,0.61,0.37,0.36,0.59,0.34,0.62,0.44,0.48,0.53,0.61,0.8,0.82,0.65,0.49,0.73,0.44,0.61,0.7,0.56,0.38,0.7,0.59,0.6,0.59,0.43,0.63,0.65,0.64,0.13,0.07,0.06,0.06,0.15
11185,0.36,0.22,0.65,0.67,0.28,0.57,0.48,0.31,0.63,0.62,0.74,0.67,0.72,0.57,0.66,0.55,0.65,0.6,0.71,0.34,0.61,0.63,0.24,0.55,0.44,0.62,0.64,0.63,0.09,0.06,0.08,0.11,0.08
11186,0.55,0.46,0.47,0.72,0.5,0.66,0.58,0.52,0.75,0.65,0.64,0.67,0.58,0.58,0.75,0.6,0.52,0.48,0.48,0.46,0.49,0.25,0.55,0.63,0.6,0.41,0.5,0.57,0.07,0.08,0.11,0.12,0.09
11187,0.61,0.36,0.63,0.66,0.34,0.55,0.4,0.44,0.63,0.56,0.45,0.47,0.42,0.54,0.51,0.55,0.66,0.52,0.82,0.32,0.65,0.61,0.31,0.45,0.51,0.62,0.64,0.57,0.08,0.07,0.13,0.12,0.08
11188,0.3,0.2,0.61,0.56,0.23,0.29,0.3,0.3,0.48,0.46,0.56,0.6,0.53,0.63,0.55,0.45,0.61,0.56,0.69,0.24,0.6,0.64,0.24,0.35,0.38,0.68,0.68,0.56,0.05,0.1,0.11,0.1,0.07
11189,0.62,0.49,0.53,0.58,0.56,0.65,0.58,0.6,0.49,0.63,0.83,0.84,0.67,0.64,0.67,0.62,0.48,0.72,0.71,0.58,0.75,0.56,0.62,0.5,0.53,0.57,0.61,0.6,0.09,0.06,0.07,0.07,0.13
11190,0.12,0.17,0.18,0.14,0.16,0.15,0.11,0.13,0.26,0.19,0.24,0.27,0.31,0.6,0.24,0.47,0.31,0.22,0.4,0.16,0.23,0.11,0.17,0.54,0.15,0.23,0.13,0.12,0.65,0.61,0.63,0.64,0.64
11191,0.14,0.12,0.34,0.22,0.1,0.11,0.14,0.12,0.28,0.18,0.35,0.3,0.39,0.54,0.38,0.46,0.62,0.35,0.67,0.13,0.42,0.15,0.11,0.29,0.22,0.12,0.12,0.14,0.67,0.59,0.61,0.61,0.68
11192,0.55,0.52,0.32,0.66,0.37,0.63,0.45,0.37,0.6,0.68,0.77,0.74,0.82,0.57,0.76,0.53,0.59,0.65,0.53,0.41,0.48,0.59,0.68,0.66,0.45,0.58,0.58,0.55,0.14,0.06,0.08,0.06,0.1
11193,0.57,0.47,0.46,0.63,0.41,0.55,0.59,0.39,0.55,0.63,0.79,0.82,0.67,0.56,0.67,0.49,0.55,0.73,0.7,0.42,0.59,0.62,0.55,0.61,0.48,0.58,0.65,0.6,0.08,0.12,0.06,0.07,0.09
11194,0.33,0.26,0.61,0.57,0.23,0.35,0.32,0.27,0.48,0.54,0.56,0.47,0.56,0.55,0.58,0.42,0.69,0.6,0.73,0.28,0.63,0.62,0.24,0.31,0.36,0.62,0.64,0.63,0.15,0.09,0.12,0.06,0.05
11195,0.3,0.31,0.63,0.65,0.26,0.27,0.25,0.24,0.49,0.52,0.62,0.64,0.54,0.64,0.51,0.6,0.68,0.62,0.73,0.25,0.52,0.65,0.28,0.27,0.44,0.53,0.69,0.66,0.11,0.07,0.12,0.11,0.09
11196,0.44,0.34,0.61,0.69,0.32,0.62,0.39,0.44,0.63,0.65,0.54,0.61,0.41,0.61,0.48,0.46,0.51,0.71,0.71,0.41,0.55,0.58,0.42,0.61,0.51,0.58,0.64,0.59,0.09,0.07,0.09,0.1,0.13
11197,0.49,0.6,0.37,0.65,0.49,0.65,0.59,0.66,0.61,0.64,0.67,0.69,0.7,0.61,0.73,0.56,0.57,0.71,0.52,0.48,0.55,0.58,0.63,0.65,0.55,0.67,0.54,0.54,0.07,0.07,0.13,0.12,0.1
11198,0.59,0.56,0.58,0.57,0.43,0.65,0.44,0.52,0.35,0.64,0.77,0.79,0.7,0.6,0.73,0.65,0.83,0.79,0.67,0.6,0.57,0.33,0.62,0.6,0.46,0.43,0.28,0.39,0.08,0.09,0.14,0.12,0.1
11199,0.39,0.32,0.65,0.52,0.32,0.48,0.33,0.29,0.41,0.55,0.35,0.42,0.57,0.56,0.41,0.49,0.52,0.61,0.72,0.24,0.62,0.61,0.41,0.32,0.4,0.66,0.66,0.65,0.07,0.11,0.06,0.13,0.14
11200,0.12,0.06,0.13,0.3,0.05,0.12,0.13,0.12,0.29,0.21,0.28,0.29,0.38,0.54,0.44,0.47,0.59,0.25,0.45,0.08,0.23,0.12,0.04,0.55,0.19,0.3,0.14,0.14,0.62,0.6,0.62,0.66,0.68
11201,0.44,0.27,0.6,0.47,0.29,0.4,0.36,0.33,0.5,0.46,0.61,0.66,0.59,0.56,0.64,0.48,0.73,0.72,0.71,0.32,0.58,0.65,0.3,0.42,0.41,0.61,0.7,0.63,0.08,0.14,0.11,0.07,0.07
11202,0.53,0.65,0.63,0.64,0.57,0.63,0.62,0.36,0.59,0.64,0.73,0.79,0.71,0.51,0.78,0.68,0.64,0.66,0.63,0.63,0.32,0.18,0.54,0.53,0.66,0.22,0.15,0.17,0.1,0.14,0.08,0.15,0.1
11203,0.44,0.6,0.47,0.66,0.44,0.63,0.65,0.62,0.61,0.67,0.73,0.68,0.81,0.46,0.86,0.62,0.78,0.55,0.41,0.64,0.37,0.22,0.54,0.64,0.55,0.22,0.42,0.39,0.1,0.12,0.15,0.09,0.11
11204,0.4,0.54,0.49,0.72,0.39,0.64,0.34,0.34,0.7,0.61,0.69,0.64,0.59,0.47,0.76,0.53,0.55,0.69,0.47,0.5,0.52,0.42,0.49,0.71,0.44,0.4,0.59,0.53,0.1,0.1,0.12,0.06,0.11
11205,0.25,0.16,0.67,0.64,0.21,0.26,0.26,0.29,0.29,0.57,0.44,0.44,0.33,0.55,0.6,0.36,0.73,0.32,0.63,0.19,0.54,0.62,0.22,0.26,0.32,0.59,0.71,0.66,0.07,0.15,0.07,0.06,0.09
11206,0.57,0.26,0.53,0.61,0.31,0.65,0.56,0.35,0.53,0.58,0.8,0.84,0.68,0.6,0.84,0.55,0.73,0.69,0.69,0.44,0.68,0.6,0.5,0.5,0.4,0.62,0.64,0.6,0.11,0.06,0.11,0.11,0.11
11207,0.6,0.69,0.49,0.52,0.53,0.69,0.54,0.42,0.47,0.66,0.8,0.79,0.61,0.55,0.63,0.71,0.65,0.65,0.64,0.41,0.32,0.25,0.59,0.56,0.67,0.32,0.32,0.34,0.06,0.14,0.13,0.06,0.05
11208,0.6,0.23,0.42,0.63,0.25,0.71,0.49,0.41,0.5,0.68,0.77,0.71,0.79,0.59,0.78,0.38,0.76,0.63,0.63,0.31,0.65,0.57,0.57,0.62,0.38,0.59,0.65,0.64,0.11,0.09,0.12,0.09,0.08
11209,0.47,0.48,0.59,0.65,0.41,0.64,0.55,0.47,0.62,0.66,0.67,0.71,0.62,0.6,0.44,0.58,0.65,0.64,0.76,0.49,0.58,0.65,0.43,0.55,0.52,0.6,0.64,0.62,0.06,0.1,0.12,0.1,0.13
11210,0.29,0.31,0.72,0.66,0.38,0.34,0.28,0.32,0.56,0.43,0.55,0.64,0.55,0.52,0.54,0.46,0.77,0.64,0.77,0.27,0.6,0.57,0.3,0.47,0.42,0.54,0.65,0.66,0.08,0.07,0.09,0.05,0.08
11211,0.59,0.27,0.6,0.72,0.28,0.49,0.45,0.34,0.68,0.6,0.62,0.62,0.56,0.55,0.56,0.55,0.72,0.68,0.7,0.27,0.61,0.6,0.3,0.44,0.35,0.58,0.65,0.6,0.13,0.06,0.14,0.09,0.06
11212,0.5,0.32,0.63,0.66,0.39,0.43,0.33,0.36,0.53,0.62,0.64,0.63,0.58,0.56,0.62,0.53,0.68,0.64,0.68,0.34,0.62,0.64,0.36,0.51,0.48,0.64,0.69,0.64,0.07,0.1,0.08,0.13,0.05
11213,0.59,0.39,0.58,0.67,0.35,0.63,0.41,0.4,0.65,0.69,0.58,0.65,0.57,0.66,0.61,0.59,0.55,0.58,0.64,0.54,0.51,0.6,0.53,0.62,0.44,0.59,0.6,0.57,0.08,0.12,0.1,0.08,0.13
11214,0.44,0.35,0.5,0.66,0.38,0.6,0.34,0.4,0.55,0.65,0.72,0.72,0.67,0.62,0.71,0.55,0.75,0.76,0.7,0.42,0.66,0.64,0.44,0.51,0.43,0.62,0.6,0.62,0.15,0.11,0.13,0.07,0.06
11215,0.46,0.55,0.58,0.67,0.55,0.66,0.57,0.45,0.64,0.68,0.62,0.6,0.78,0.63,0.8,0.61,0.71,0.67,0.49,0.57,0.63,0.54,0.56,0.63,0.51,0.53,0.52,0.5,0.06,0.09,0.12,0.08,0.05
11216,0.56,0.56,0.44,0.65,0.53,0.62,0.62,0.59,0.63,0.64,0.68,0.66,0.71,0.59,0.74,0.58,0.53,0.6,0.45,0.6,0.57,0.4,0.58,0.63,0.63,0.46,0.45,0.47,0.09,0.06,0.09,0.13,0.06
11217,0.43,0.34,0.56,0.69,0.35,0.65,0.48,0.49,0.63,0.61,0.66,0.67,0.71,0.54,0.66,0.66,0.6,0.67,0.74,0.52,0.61,0.6,0.41,0.61,0.64,0.56,0.66,0.62,0.14,0.15,0.07,0.15,0.09
